Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,AIZARANI_LIVER_C2_KUPFFER_CELLS_1,0.7219703339465227,1.8144189368246886,0.0,0.0,0.0,88/176,13.08%,CD37;F13A1;CIITA;LYZ;PLEKHO1;ITGAX;MPEG1;HCLS1;WDFY4;NR4A3;MS4A7;CPVL;PARVG;CD163;AREG;POU2F2;FGD2;EVI2B;MS4A6A;IRF8;TNFRSF1B;FGL2;MS4A4A;MRC1;TMSB4X;CST3;BASP1;ADAM28;PLD4;HERPUD1;CELF2;GPR183;CLEC10A;SH2B3;SAMHD1;ARRB2;KLHL6;FCER1A;FCGR2A;JAML;CD1C;ALOX5;LILRB2;SMAP2;ADA2;RILPL2;CD84;C1QA;FPR1;PLEK;GAPT;SYK;VIM;PTPRE;STK17B;PHACTR1;FGR;AXL;RGCC;CTSS;C1QC;EMILIN2;SGK1;TPP1;VSIR;CSF1R;RNASE6;UCP2;RNASET2;KCTD12;NCF2;CYBB;CCDC88A;MAFB;RGS2;LST1;C5AR1;C1QB;SLCO2B1;GPR34;RGS1;TYROBP;PTEN;MSR1;AIF1;TNFSF13B;TBXAS1;C3AR1
prerank,MURARO_PANCREAS_ENDOTHELIAL_CELL,0.6788060578928407,1.8144123066198188,0.0,0.0,0.0,151/343,12.11%,ADAMTS9;IGFBP4;GIMAP7;SERPINE1;CXCL12;PECAM1;COL15A1;PLEKHO1;HTRA1;CALCRL;GIMAP4;CXCR4;DLC1;EPAS1;ADAMTS4;TGFBR2;ECSCR;ARHGDIB;CD36;LHFPL6;GASK1B;CYGB;TCIM;RGS5;SOCS3;EMP1;MMP2;CD93;UTRN;SPARCL1;CDH5;LAMA4;SELE;EFNB2;EMCN;THBS1;LAMB1;RAMP2;TEK;VWF;RB1;GMFG;PRSS23;TCF4;SHE;SH2B3;LRRC32;SH2D3C;ACVRL1;FZD4;GNG11;HEG1;PITPNC1;LDB2;IL4R;LMO2;CLIC2;MECOM;SEMA3G;ESAM;RHOJ;CYYR1;GIMAP8;SLC38A2;MMRN2;RILPL2;CD34;TMEM204;ETS1;LPAR6;DIPK2B;IGFBP7;MYCT1;MEF2C;DAB2;COL5A3;SLC2A3;JAG1;DUSP6;TBC1D1;BMPR2;PLVAP;CAV1;ANGPTL2;VIM;ECE1;SLCO2A1;ZEB1;ELK3;ITPRIP;LRRC8C;PTPRE;RELL1;COL4A1;FLT4;FMNL3;UPP1;SPG7;COL4A2;RGCC;NID1;TIE1;CSF2RB;GPR4;ERG;ADGRL4;PREX1;JAM3;VASH1;DGKD;SGK1;ID3;BCL6B;SEC14L1;RASGRP3;APLNR;PTPRB;PPP1R18;ID1;FAM43A;ROBO4;GATA2;ABI3;F2R;SOX18;ANKRD11;SHANK3;PDGFA;PXN;NOVA2;DHRS3;PRDM1;TP53INP2;ITGA5;THBD;DOCK4;MPRIP;CHSY1;CAVIN1;RIPOR1;HDAC7;NLRC3;SPRED1;DKK3;SPRY4;RAPGEF4;ETS2;IFI16;KBTBD2;MSX1;LBH
prerank,LAKE_ADULT_KIDNEY_C28_INTERSTITIUM,0.7460223526339994,1.8142574200491806,0.0,0.0,0.0,36/81,10.32%,C7;ZEB2;DST;RBMS3;LHFPL6;LAMA2;DCN;TSHZ2;TACC1;UTRN;SYNE1;SLIT3;THBS1;AKAP12;TMSB4X;DPYD;EBF1;MAP3K5;AKT3;LDB2;RERG;COL4A4;MEIS1;IGFBP7;CCN1;TTC28;COL4A1;COL4A2;DACH1;INPP4B;MEIS2;ZBTB16;CACNA1C;PRKG1;VMP1;NFIA
prerank,HE_LIM_SUN_FETAL_LUNG_C5_CD5_NEG_MATURE_B_CELL,0.804543617213061,1.8133304975489972,0.0,0.00012978091803439562,0.01,25/49,4.90%,SELL;TRBC2;EGR1;NR4A1;SP140;LY9;TENT5C;SPOCK2;NR4A2;CCR7;IL10RA;NR4A3;ZNF331;ATP2B1;BIRC3;TRAF5;GPR65;GPR183;CD1C;AHNAK;BIN2;CCR6;CPNE5;SLC2A3;PLEK
prerank,BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS,-0.6204125998143187,-1.8118174476018496,0.0,0.0012829683118180683,0.05,46/106,13.05%,EPCAM;KRT8;KRT19;TOP2A;PRDX1;NDUFB9;GSTP1;COX6C;HMGA1;CANX;MKI67;NDUFAB1;CENPF;DBI;UQCR10;CYC1;ATP5MF;EI24;ATP5F1C;MGST1;YBX1;NUCKS1;CYCS;HINT1;ATP5IF1;NDUFS5;COX8A;ENO1;HSP90AB1;TUBA1B;ATP5MC3;ACTG1;PSMA5;COX5B;COX7B;COX7A2;HSP90B1;HMGB2;ATP5F1B;MT1G;UQCRQ;CHCHD10;IDH2;DDAH1;ATP5MG;PFN1
prerank,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS,0.9142237089605763,1.8108633641058094,0.0,0.00012795301778039005,0.01,22/26,7.13%,MS4A1;CD37;CORO1A;CD52;LIMD2;CXCR4;TNFRSF13C;CD53;CD69;CD79A;POU2F2;EVI2B;CD79B;IRF8;BIRC3;NFKBID;GPR183;IGHM;TAGAP;LTB;CD74;VPREB3
prerank,GAUTAM_EYE_IRIS_CILIARY_BODY_ACTIVATED_T_CELLS,0.7471817394995821,1.810580616496895,0.0,0.00012617589253344019,0.01,44/106,9.06%,RIPOR2;TENT5C;PRKCB;SLAMF6;AOAH;MAF;SLAMF1;PDE4D;GOLGA8B;CYFIP2;TRAT1;CARD11;CDC14A;TCF7;IPCEF1;SYTL1;TNFRSF1B;ZFYVE28;SPN;RORA;SYNRG;IL18RAP;ARID5A;TNFSF14;SYTL2;TMEM71;CYBC1;MCUB;S1PR4;FGD3;FLI1;TRADD;FLT3LG;BTN3A1;MBNL1;ATF7IP;TERF2IP;VSIR;DGLUCY;ANKRD12;RBL2;HERPUD2;KLRC4;PATL2
prerank,AIZARANI_LIVER_C38_RESIDENT_B_CELLS_3,0.937161831964716,1.8100696603256359,0.0,0.00012444745564942043,0.01,13/22,3.52%,IGHA1;JCHAIN;MZB1;POU2AF1;LY9;TENT5C;CD27;FCRL5;CD79A;DERL3;XBP1;HERPUD1;SLAMF7
prerank,CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL,0.885078992567079,1.8095824190766499,0.0,0.00012276573327577964,0.01,27/40,8.65%,FABP4;GIMAP7;APOD;COL15A1;GIMAP4;DST;CD36;TCIM;UTRN;VWF;GMFG;TCF4;CLDN5;DIPK2B;IGFBP7;MEF2C;CAV1;JAM2;CAVIN2;COL4A1;FLT4;CD74;COL4A2;RGCC;ADGRL4;APLNR;ROBO4
prerank,TRAVAGLINI_LUNG_VEIN_CELL,0.8490759718913593,1.806831890947552,0.0,0.00012112885683210258,0.01,25/39,10.43%,ABI3BP;ADAMTS9;PTGDS;C7;ADAMTS4;CPE;TIMP1;SELE;LYST;SELP;ACKR1;VWF;CXCL2;PRSS23;VCAM1;MMRN1;SRPX;SLCO2A1;UPP1;IL1R1;PLAT;CSF3;PLA1A;CLU;TNFAIP3
prerank,MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL,-0.5735654767615311,-1.8055629637396253,0.0,0.0012582958442831054,0.05,62/248,7.79%,MUC1;EPCAM;CD24;ATP1B1;TFCP2L1;SPP1;SPINT2;S100A6;NDUFB9;DEFB1;TSTD1;COX6C;APLP2;UQCRH;DMAC1;PKM;UQCRC1;NDUFA4;RNF7;ATP1B3;FAM162A;UQCR10;CYC1;SDC4;BEX3;MAGEF1;MGST3;ATP6V0E1;UCHL1;MPC2;ATP6V0B;PRDX5;ATP5F1C;MT-ND4;MT-CO2;CYP1B1;NDUFB2;NDUFA6;NDUFC2;SLIRP;ATP6AP2;CYCS;ECI1;AURKAIP1;MT-ND4L;PDHA1;MT-ND2;VAMP8;NDUFB4;NDUFS8;MDH1;VDAC1;GNG5;NDUFS6;NDUFB6;COX8A;ATP5F1E;ATP6AP1;NDUFB5;CTDSPL;ENO1;MT-ND5
prerank,LAKE_ADULT_KIDNEY_C19_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_MEDULLA,-0.5941537860997795,-1.8030468705389542,0.0,0.0012345544132588958,0.05,55/234,7.87%,EPCAM;CD24;DSP;ATP1B1;TFCP2L1;FOXI1;TACSTD2;TMEM123;PRDX1;PLOD2;CD9;GRB14;APP;GSTP1;CNN3;LGALS3;APLP2;WFDC2;CANX;ANXA2;SNX3;NRDC;PKM;ERP27;NDUFA4;LAPTM4A;S100A10;MYL12A;EZR;CRYAB;ARF1;PTTG1IP;ATP6V0E1;ATP6V0B;CD164;FDFT1;ATP5F1C;SPTBN2;RHOA;PSMA7;ATP6AP2;CYCS;HINT1;CBR1;PDIA3;PDIA6;KIF5B;SOD2;DYNLT3;MDH1;MBOAT2;SERBP1;ENO1;ATP6V1G1;HSP90AB1
prerank,HAY_BONE_MARROW_NK_CELLS,0.6735338972439571,1.7967439682417343,0.0,0.00011953505608431174,0.01,119/332,13.28%,AKNA;TBC1D10C;ZAP70;CORO1A;CIRBP;GZMA;STAT4;CASP8;AOAH;ARHGAP30;ARHGDIB;CD53;ARHGAP9;TGFBR3;CST7;CFLAR;IL2RG;MYO1F;SASH3;SYNE1;GZMB;RAC2;ABCB1;CD7;GNLY;SYTL1;IER2;APOBEC3G;ADGRE5;GPR65;WIPF1;SKAP1;ST6GALNAC6;PRSS23;PRF1;IL18RAP;CTSW;RSRP1;PYHIN1;MMP23B;DTHD1;SYTL2;TRGC1;PRR5L;TSPAN32;PITPNC1;LDB2;APOBEC3C;RNF166;ZNF276;ITGAL;DENND2D;BIN2;GNG2;EOMES;AK5;RASSF5;CTDSP1;ADGRG5;PRKCH;DDX5;SLA2;SH2D2A;MLLT6;DOK2;BTN3A2;PDGFD;RBM39;TXK;FCRL6;BNC2;ADRB2;PTGDR;PSMB10;CD247;IL12RB1;KLRB1;EFHD2;IRF1;KLHDC4;PRKACB;SIPA1;KLRD1;ITGB7;GZMM;PILRB;SIRT2;MATK;ZBTB16;UCP2;PPP1R18;CD300A;EIF3G;MCTP2;PXN;NCR3;DHRS3;CPNE1;HOPX;PIP4K2A;TBX21;IL2RB;ARL4C;MOB2;SIGIRR;IFI16;HCST;TRDC;SYTL3;CCDC102A;CHST12;KLRC1;ANXA6;GSAP;PCSK7;FEZ1;ZBP1;PPP2R2B;NFATC3
prerank,ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR,0.7615474092383829,1.7963139626025473,0.0,0.00011798265275854147,0.01,39/90,8.68%,TRBC2;JCHAIN;TRAF3IP3;CORO1A;CD52;MZB1;CYTH4;PRKCB;CYFIP2;SASH3;LUC7L3;CARD11;EVL;IRF8;CYTH1;SATB1;FAM30A;RSRP1;IGHM;SH2D3C;ARRB2;JAML;ITGAL;PAG1;AFF1;IQGAP2;CLNK;LAIR1;RERE;SYK;LTB;CD74;KCNK17;PREX1;BTK;VSIR;MME;PACSIN1;RNASET2
prerank,CUI_DEVELOPING_HEART_C7_MAST_CELL,0.7253226092874174,1.7962939228652475,0.0,0.00011647005464625248,0.01,72/146,11.29%,FOSB;BTG2;CD37;ZFP36;ARHGAP15;ARHGEF6;HCLS1;LCP1;NABP1;ARHGDIB;CD53;GRAP2;CD69;TSPYL2;MLPH;RAC2;LYST;DOCK10;TMEM176B;IER2;XBP1;GPR65;TSC22D3;GMFG;PTPN7;RHOH;NCF4;CPA3;P2RX1;IL1RL1;CREM;ATP2A3;CNRIP1;LPXN;BIN2;ALOX5;PAG1;ALDH1A1;LAIR1;CD84;CTSG;NFKBIZ;SLC2A3;KIT;PLEK;GAPT;SAMSN1;ADRB2;TESPA1;RGS13;CAVIN2;MS4A2;HDC;ACSL4;SERTAD1;CSF2RB;BTK;LAT;ATP6V0A2;STXBP5;GATA2;EMP3;SH3BGRL3;ITGAM;VMP1;MPP1;DNAJB1;TNFAIP3;SNX5;CD44;RGS2;PRG2
prerank,ZHENG_CORD_BLOOD_C5_SIMILAR_TO_HSC_C6_PUTATIVE_ALTERED_METABOLIC_STATE,0.8177498801986116,1.7947126450663986,0.0,0.0001149957501570594,0.01,23/55,6.60%,BTG2;NR4A1;ZFP36;CD52;CD69;JUNB;AREG;DUSP1;IER2;APOL3;SKAP1;FOS;GNG11;CLEC2B;JAML;SOCS2;MECOM;LPAR6;NFKBIZ;MYCT1;MEF2C;CAVIN2;CD74
prerank,LAKE_ADULT_KIDNEY_C27_VASCULAR_SMOOTH_MUSCLE_CELLS_AND_PERICYTES,0.7140513864377137,1.7937916407236345,0.0,0.00011355830328009616,0.01,68/151,11.84%,EGR1;FOSB;NR4A1;ZFP36;DLC1;EPAS1;DST;RBMS3;LHFPL6;TACC1;SYNPO2;UTRN;SPARCL1;ADIRF;JUNB;SLIT3;GPX3;AKAP12;DUSP1;EBF1;FOS;DLG2;MAP3K5;AKT3;MYH11;RERG;MEF2C;AKAP13;CAMK2D;RBPMS;TBC1D1;BMPR2;FCHSD2;TTC28;PDE3A;ZEB1;AFF3;HPSE2;COL4A1;MBNL1;COL4A2;TBX2;INPP4B;SLC8A1;PDE1A;ARID5B;SOX5;TMTC1;LRCH1;MEIS2;RAPGEF2;TNS1;CACNA1C;PRKG1;FRY;PTPRG;PPP1R12A;PAN3;DNAJB1;ARHGAP6;DOCK4;WSB1;CACNA2D1;ZFHX3;SSBP2;SORBS2;NRXN3;NTRK3
prerank,HE_LIM_SUN_FETAL_LUNG_C2_PROMYELOCYTE_LIKE_CELL,-0.7399995332952831,-1.790925866707869,0.0,0.001211692294494842,0.05,14/49,4.46%,MCM4;TYMS;TOP2A;CITED4;MCM2;TK1;UBE2C;S100P;MKI67;CLSPN;CENPU;CENPF;PCLAF;CDT1
prerank,SU_HO_CONV_CENT_CHONDROSARCOMA_C6_LEUKOCYTE,0.6908558523082966,1.7902855918486658,0.0,0.0001121563489186135,0.01,136/297,12.92%,CD37;CORO1A;CYTIP;LYZ;PLEKHO1;ITGAX;CXCR4;ZEB2;HCLS1;LCP1;IL10RA;ARHGDIB;CD53;MS4A7;STAB1;CFLAR;CD93;FYB1;ZNF331;CD163;RAC2;CD4;FNBP1;EVI2B;ENG;KDM6B;TMEM176B;MS4A6A;IRF8;TNFRSF1B;RB1;RNASE1;FGL2;BIRC3;MS4A4A;CXCL2;GMFG;WIPF1;NCF4;FMNL1;ARID5A;FOLR2;CCL5;WAS;CELF2;GPR183;SERPINB9;ARRB2;LY96;CLEC2B;FCGR2A;CREM;G0S2;GPSM3;STK4;METRNL;ABCA1;TAGAP;SMAP2;IQGAP2;RILPL2;LAIR1;CD84;LPAR6;APOE;C1QA;DOK2;LCP2;DAB2;DUSP6;PLEK;PTPRC;CD14;SAMSN1;FERMT3;AKR1B1;GPR137B;CD48;PTPRE;STK17B;DSE;KYNU;EFHD2;MYO9B;ADAP2;PHACTR1;CD74;CPEB4;NPL;PLXND1;PFKFB3;CTSS;C1QC;SGK1;TPP1;SEC14L1;RASGRP3;CSF1R;RNASE6;CNPY3;UCP2;PPP1R18;CD300A;SPI1;RNASET2;FAM107B;KCTD12;NCF2;MPP1;PRDM1;THBD;TNFAIP3;CCL2;CD44;MXD1;LST1;C5AR1;PTPN6;PTPN1;GLIPR1;NFKB1;ETS2;HCST;C1QB;SLCO2B1;HBEGF;RGS1;KLF6;TYROBP;AMPD3;TNFAIP8;FNIP2;NRP1;MSR1;AIF1;TNFSF13B
prerank,LAKE_ADULT_KIDNEY_C22_ENDOTHELIAL_CELLS_GLOMERULAR_CAPILLARIES,0.7346537432856367,1.7883191938544623,0.0,0.00011078858856594747,0.01,67/134,15.05%,EPAS1;SNED1;RBMS3;TGFBR2;TACC1;UTRN;PREX2;SYNE1;GPX3;EMCN;AKAP12;TEK;NTN4;DPYD;TCF4;EBF1;FOS;AKT3;PITPNC1;LDB2;ARL15;BMPR2;ELMO1;FCHSD2;NOSTRIN;TTC28;SLCO2A1;ZEB1;ARHGEF3;HIPK2;COL4A1;MBNL1;COL4A2;PPFIBP1;ARGLU1;TMTC1;LRCH1;SEC14L1;PTPRM;MEIS2;ZBTB16;PTPRB;PLAT;BCAS3;CACNA1C;PRKG1;SHANK3;GNA14;PTPRG;STARD13;PAN3;PIP4K2A;DNAJB1;NFIA;DOCK4;ARHGAP26;CACNA2D1;SORBS2;RAPGEF4;CEP112;RABGAP1L;MAML3;ZSWIM6;SASH1;MED13L;PLPP3;EPB41L4A
prerank,SU_HO_CONV_CENT_CHONDROSARCOMA_STROMAL_C6_ENDOTHELIAL_CELL,0.7078217309435607,1.787389086912981,0.0,0.00010945378629406859,0.01,78/186,9.19%,ADAMTS9;FABP4;GIMAP7;CXCL12;PECAM1;S1PR1;CALCRL;GIMAP4;CXCR4;HCLS1;ECSCR;SEMA6B;TCIM;TSHZ2;STAB1;CD93;CDH5;EFNB2;EMCN;RAMP2;VWF;RNASE1;CYTH1;ENTPD1;ADCY4;ICAM2;TCF4;SH2D3C;ACVRL1;CLDN5;FZD4;HEG1;GIMAP1;LDB2;PLEKHO2;LMO2;GNG2;TMEM255B;RHOJ;CYYR1;DNASE1L3;PRKCH;MMRN2;SOX17;CD34;RAMP3;DIPK2B;MYCT1;DUSP6;IL3RA;PLVAP;FLI1;TTC28;ELK3;APOLD1;CAVIN2;PTPRE;SCARF1;ADAMTS5;PROCR;PLXND1;DLL4;TIE1;ADGRL4;ATP2B4;HSPA12B;VASH1;PCDH17;SEC14L1;RASGRP3;PTPRB;PLAT;ROBO4;ABI3;LYL1;ISG20;SOX18;SHANK3
prerank,JONES_OVARY_NK_CELL,0.7944743818145389,1.7864045857061925,0.0,0.00010815076502866302,0.01,44/81,9.51%,COL14A1;CCDC80;GIMAP7;S1PR1;GIMAP4;TGFBR2;ECSCR;COL6A3;FBN1;CFH;CTSK;UTRN;PREX2;SPARCL1;RAMP2;PDGFRB;CCDC102B;PRSS23;COL1A1;ICAM2;MMP23B;LDB2;ITM2A;MT2A;ESAM;CD34;ETS1;IGFBP7;CAV1;BNC2;CCN5;GJA4;NOTCH3;OGN;ADAMTS5;LEPR;SMOC2;PDLIM1;TIE1;PEG3;FAM43A;GUCY1A1;COL6A2;PPP1R12A
prerank,CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL,0.7126174839737752,1.7859340856076518,0.0,0.00010687840308714933,0.01,52/113,10.37%,COL14A1;CXCL12;COL15A1;MFAP4;C7;ABCA8;COL6A3;SERPINF1;FBN1;SPRY1;TIMP1;DCN;MMP2;LRP1;LAMA4;SPON1;FRZB;LAMB1;AKAP12;CCDC102B;COL1A1;PCDH18;ITM2A;C1R;THBS2;BICC1;IGFBP7;COL1A2;LTBP4;FILIP1L;CYBRD1;ANGPTL2;SRPX;FLRT2;THY1;OGN;COL6A6;PCOLCE;COL5A2;SMOC2;NID1;DPT;PEG3;OLFML3;MRC2;S1PR2;GPC3;EBF2;KCTD12;COL6A2;NFIA;SCN7A
prerank,AIZARANI_LIVER_C9_LSECS_1,0.6591129413929722,1.7845609416522001,0.0,0.00010563563095822898,0.01,120/288,11.59%,ADAMTS9;S1PR1;UGCG;PLTP;CCL14;DLC1;EPAS1;ADAMTS4;MAF;CD36;SPRY1;TIMP1;TCIM;SOCS3;EMP1;TGFBR3;STAB1;TACC1;CD93;PREX2;CDH5;CD4;JUND;EFNB2;ENG;DUSP5;KDM6B;MS4A6A;AKAP12;NTN4;LIMA1;MRC1;PRSS23;SLC7A8;TCF4;FZD4;TGM2;GNG11;PRICKLE2;FGFR1;LDB2;TSPAN7;IL1RL1;IL4R;NR2F1;HIC1;ESAM;RHOJ;TFPI;RELN;AFF1;DNASE1L3;MMRN1;IGFBP7;MYCT1;MEF2C;NPR1;SLC2A3;NR2F2;NISCH;DUSP6;FCHSD2;NOSTRIN;NR5A2;CD14;SRPX;ECE1;ZEB1;ITPRIP;APOLD1;CAVIN2;ABCG1;HIPK2;COL4A1;FLT4;GALNT15;UPP1;C1QTNF1;COL4A2;EHD3;IL1R1;PPFIBP1;PDLIM1;NID1;ARGLU1;TIE1;TFPI2;ERG;ADGRL4;VASH1;PCDH17;SGK1;SEC14L1;CTSL;PTPRB;FAM43A;ROBO4;F2R;FILIP1;FAM107A;ANKRD11;SHANK3;FXYD6;PXN;NOVA2;RASIP1;COL6A2;NUAK1;CLEC4G;ITGA5;WSB1;SNX5;EGFL7;CAVIN1;NOS3;ARHGAP26;MAP1B;PTPN1;TAL1;SPRY4
prerank,DESCARTES_FETAL_LIVER_STELLATE_CELLS,0.7305098890929183,1.7843400727293877,0.0,0.0001044214283035367,0.01,35/126,10.00%,GEM;MFAP4;RBMS3;COL6A3;SPRY1;LAMA2;ABCC9;SYNPO2;ADGRA2;ADAMTSL1;SEMA5A;HSPB6;LAMB1;PDGFRB;CXCL14;KCNE4;FAM13C;CCDC3;TWIST2;SCARF2;AFAP1L2;TBX2;VSTM4;HS3ST3B1;SEPTIN4;TRMT9B;S1PR3;RSPO3;LZTS1;ADCYAP1R1;ALPL;NID2;RAI2;LYPD6B;FGF10
prerank,LAKE_ADULT_KIDNEY_C24_ENDOTHELIAL_CELLS_AEA_AND_DVR,0.7522138429970445,1.7825304143928806,0.0,0.00010323482116372378,0.01,55/123,11.07%,ABI3BP;ADAMTS9;ADAMTS1;AQP1;PECAM1;EPAS1;DST;ENPP2;RBMS3;EMP1;TACC1;CD93;UTRN;SYNE1;EMCN;DUSP1;TMSB4X;DPYD;THSD7A;TCF4;EBF1;FOS;CLDN5;AKT3;LDB2;AHNAK;ARL15;MEF2C;AKAP13;BMPR2;ELMO1;EXOC6;FCHSD2;PLCB1;VIM;TTC28;PDE3A;ZEB1;MBNL1;CD74;ARGLU1;SOX5;TMTC1;ADGRL4;PTPRM;MEIS2;PTPRB;ID1;RALGAPA2;PTPRG;KCTD12;DOCK4;EGFL7;CRYBG3;ARHGAP26
prerank,GAUTAM_EYE_IRIS_CILIARY_BODY_MONOCYTES,0.7229306573053367,1.7807811275198695,0.0,0.00010207487935289543,0.01,43/112,7.38%,GIMAP7;JAK3;DOCK2;ITGA4;LIMD2;CXCR4;PSTPIP1;ARHGAP30;GIMAP5;CD4;IL16;AREG;THBS1;SLFN11;CCDC88B;NCKAP1L;SCO2;ITPR2;DPYD;GPRIN3;ARID5A;CLEC10A;SH2B3;PLAC8;SCN1B;DOCK11;INPP5D;JAML;ALOX5;SDCCAG8;MDM4;PAG1;CYSLTR1;C3;TBC1D2B;FLI1;GPR155;SYK;CD48;NXF1;KYNU;FGR;LILRB1
prerank,BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS,-0.5858059738996695,-1.768343867201943,0.0,0.0019034584408064432,0.08,84/205,11.93%,EPCAM;KRT8;CLDN3;KRT19;DEK;TOP2A;YWHAZ;NDUFB9;CD9;APP;GSTP1;COX6C;HMGA1;PRKDC;CANX;ANXA2;SMC4;MKI67;PKM;NDUFA4;SRP9;CBX3;LAD1;NDUFAB1;CENPF;DBI;EMP2;CYC1;PCLAF;HMGN1;ATP5MF;EI24;EIF5B;CDCA7;TMA7;TKT;MGST1;YBX1;NUCKS1;PPIF;SLIRP;CYCS;HINT1;CKS2;LRPPRC;SET;ATP5IF1;DDX21;PCNA;VDAC1;NDUFS5;SNRPE;BANF1;COX8A;CALM2;PLP2;SERBP1;ENO1;HSP90AB1;MDH2;TUBA1B;LSM4;SNRPB;ATP5MC3;ACTG1;DHFR;YWHAB;STMN1;COX5B;MTHFD1;COX7B;BHLHE40;HSPA8;ASPM;COX7A2;YWHAQ;HSP90B1;SLC12A2;TUBB;HMGB2;ATP5F1B;MT1G;UQCRQ;C1QBP
prerank,DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS,-0.6116963711223871,-1.7665118130966075,0.0,0.00233683513938291,0.1,14/135,1.92%,MUC1;EPCAM;CP;LCN2;SLPI;GABRP;LBP;CLDN3;SLC34A2;TACSTD2;MACC1;DEFB1;WFDC2;TTC39A
prerank,DESCARTES_MAIN_FETAL_MYELOID_CELLS,0.7408927115397945,1.7654397080764523,0.0,0.0002018814280535043,0.02,51/82,19.49%,CD209;MS4A7;STAB1;CR1;CD163;MS4A6A;MS4A4A;NCF4;GPR183;CLEC10A;SH2B3;SAMHD1;JAML;LILRB2;HMOX1;LILRB5;RILPL2;C1QA;CD14;RGL1;CMKLR1;SCIMP;CD163L1;CTSS;C1QC;LILRB1;RNASE6;VENTX;SPI1;ABI3;CABP4;SIGLEC9;C1QB;HBEGF;TYROBP;SIGLEC1;AIF1;TIMD4;LILRA5;WWP1;MAN2B1;MS4A4E;C5AR2;CD300C;NAMPT;LILRA1;RRP12;CD33;FCAR;LRRC25;SDS
prerank,AIZARANI_LIVER_C6_KUPFFER_CELLS_2,0.6834071572590427,1.759544034797457,0.0,0.0001996629508221471,0.02,89/209,13.08%,SLC40A1;CXCL12;F13A1;PLTP;LYZ;ITGAX;MPEG1;ZEB2;MAF;HCLS1;MS4A7;CPVL;CNTRL;FYB1;CD163;CD4;POU2F2;FGD2;EVI2B;MS4A6A;PDK4;TNFRSF1B;RNASE1;FGL2;SLA;MS4A4A;MRC1;NCKAP1L;CST3;BASP1;FOLR2;VCAM1;SAMHD1;ARRB2;CFD;FCGR2A;ALOX5;LILRB2;ADA2;HMOX1;LILRB5;LAIR1;CD84;C1QA;DAB2;PLEK;FILIP1L;CFP;CD14;TYMP;ADAP2;RGL1;FGR;AXL;SCIMP;CTSS;C1QC;LILRB1;SGK1;TPP1;VSIR;CSF1R;RNASE6;CNPY3;UCP2;SPI1;RNASET2;KCTD12;MPP1;CYBB;CCDC88A;WSB1;MAFB;RGS2;ZFHX3;LST1;C5AR1;C1QB;SLCO2B1;GPR34;RGS1;TYROBP;IRAK3;PTEN;MSR1;AIF1;TNFSF13B;TBXAS1;C3AR1
prerank,HAY_BONE_MARROW_FOLLICULAR_B_CELL,0.7197075310747636,1.7587427271008014,0.0,0.000197492701356689,0.02,62/123,15.20%,MS4A1;CD37;CD22;SP140;CD52;SPIB;LY9;BLK;TNFRSF13C;SPON1;CD79A;CD40;NFKB2;TNFRSF13B;BIRC3;TRAF5;ADAM28;NFKBID;FCMR;RALGPS2;CYSLTR1;CPNE5;COL4A4;IKZF3;SEL1L3;TLR10;MEF2C;TBC1D9;CD19;P2RX5;SP110;FXYD1;AIM2;COL4A3;PRDM2;CXCR5;DUSP22;PNOC;STAP1;GNB5;TMEM154;ADAM19;FCRL3;ORAI2;ABCB4;DRAM2;PTPN1;COL19A1;ARHGAP25;ISCU;PPM1K;SLC38A11;VOPP1;PLEKHG1;BANK1;PLPP5;FCRL1;TMEM156;GNG7;EBI3;ZBTB32;RHBDF2
prerank,JONES_OVARY_STROMAL,0.7001078771654624,1.7583182662981816,0.0,0.00019536912392274607,0.02,54/150,8.33%,SELENOP;FGF7;IGFBP4;COL14A1;CCDC80;SLC40A1;CXCL12;APOD;PLTP;MFAP4;HTRA1;C7;ABCA8;COL6A3;SERPINF1;FBN1;DCN;CFH;MMP2;TSHZ2;CTSK;SPARCL1;ADIRF;GPX3;EMILIN1;FRZB;RAMP2;PDGFRB;SLC7A2;PRSS23;COL1A1;MMP23B;GNG11;C1R;NR2F1;PKIG;APOE;IGFBP7;NR2F2;NBL1;LTBP4;CAV1;FILIP1L;BNC2;CCN5;AEBP1;C1S;OGN;ADAMTS5;SMOC2;FXYD1;PEG3;OLFML3;CMYA5
