Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,FAN_EMBRYONIC_CTX_NSC_2,-0.770461485210895,-2.2644284262892453,0.0,0.0,0.0,132/221,12.94%,CDK1;RAD21;TOP2A;CDC20;CKS1B;FOXM1;CEP55;ILF2;CCNB2;ECT2;DLGAP5;RHEB;PRC1;CCNB1;ACTN1;TPX2;KIFC1;TRIP13;NUF2;TK1;NUSAP1;UBE2C;SMC4;UBE2T;CDKN3;MKI67;BUB1;PTTG1;TUBA1C;MAD2L1;STIL;MELK;CKAP2L;EZH2;KIF23;TTK;CENPF;LMNB1;ANP32E;KIF2C;PLK1;KIF4A;CDCA2;ORC6;SHCBP1;NDC80;CENPA;BTG3;CCNA2;TMSB15A;SPC25;PRR11;CEP70;AURKB;NCAPD3;GGH;HMGB3;VDAC3;KIF18A;NEK2;NUCKS1;SKA1;CDCA5;KIF15;SKA3;GINS1;SAPCD2;CKS2;KIF5B;CNIH4;AURKA;CENPN;LGALS1;DIAPH3;KNSTRN;BIRC5;DEPDC1B;NCAPG2;KIF11;COX8A;KNL1;CKAP2;CKAP5;TRIM59;FAM83D;HJURP;CENPM;KIF20A;GTSE1;ZWINT;AAMDC;NCAPG;ESCO2;HMMR;FBXO5;BUB1B;JPT1;SGO1;TUBB4B;ATAD5;CCNF;CDCA3;DEPDC1;TACC3;CDKN2C;RHNO1;PBK;SMTN;KPNA2;TROAP;TUBG1;CIP2A;ARHGAP11A;CENPE;LSM5;ASPM;SPDL1;PSRC1;TRAIP;DBF4;KIF22;HMGB2;ASF1B;SMC2;TPM2;CHEK2;LBR;NCAPH;MND1;TMSB15B;NUDT1;OIP5
prerank,BUSSLINGER_ESOPHAGEAL_LATE_SUPRABASAL_CELLS,-0.7857773540548624,-2.2601294259507205,0.0,0.0,0.0,52/136,6.74%,S100A9;S100A8;LY6D;CD24;CRABP2;SLPI;DSP;NDRG1;S100A14;DSC2;MAL2;KRT6B;CLDN4;PDZK1IP1;RAB25;S100A16;CSTB;YWHAZ;CITED4;SCD;TRIM29;SDC1;S100A11;CNN3;LGALS3;SORT1;NCCRP1;ANXA2;PPDPF;S100A10;TUBA1C;PKP3;EVPL;DBI;EZR;PERP;ACTB;FAM162A;TSPO;CDKN2B;RAB10;LYNX1;RAB11A;ALDH3B2;ATP6V0C;ZNF185;AQP3;CLIC3;SOD2;DYNLT3;PPL;GUK1
prerank,HE_LIM_SUN_FETAL_LUNG_C2_PROMONOCYTE_LIKE_CELL,-0.7380702544555116,-2.2540207692507193,0.0,0.0,0.0,141/267,12.06%,CDK1;SQLE;MCM4;GPSM2;TYMS;TOP2A;CDC20;PDXK;CKS1B;FOXM1;CITED4;CEP55;CCNB2;RECQL4;DLGAP5;PRC1;CCNB1;NDC1;FEN1;TPX2;MYBL2;KIFC1;CHEK1;NUF2;MCM2;TK1;NUSAP1;UBE2C;SMC4;S100P;NUP210;FANCI;UBE2T;CDKN3;MKI67;CLSPN;ANLN;BUB1;RFC4;PTTG1;CENPU;IGF2BP2;RMI2;MAD2L1;MELK;CKAP2L;EZH2;KIF23;CENPF;LMNB1;KIF2C;PLK1;APOBEC3B;TESMIN;PCLAF;FLNB;ORC6;TFDP1;SHCBP1;NDC80;CENPA;BTG3;ORC1;CCNA2;MCM3;CDCA7;SPC25;PRR11;AURKB;CDT1;NCAPD3;GGH;MGST1;HMGB3;CDCA5;CARHSP1;SNRNP25;KIF15;SKA3;SAPCD2;FASN;AURKA;PKMYT1;ATAD2;CENPN;DIAPH3;KNSTRN;BIRC5;PCNA;NSD2;DEPDC1B;NCAPG2;KIF11;GINS4;KNL1;CKAP2;FANCA;TNNT1;CKAP5;HJURP;CENPM;KIF20A;GTSE1;TCF19;ZWINT;CDC45;INCENP;NCAPG;ACOT7;HMMR;PAQR4;FBXO5;BUB1B;SGO1;TUBA4A;ATAD5;MCM6;CCNF;CDCA3;DHFR;SPC24;TROAP;CIT;SAC3D1;CIP2A;ARHGAP11A;CENPE;RAD51AP1;ASPM;SPDL1;PSRC1;GMNN;CDCA4;DBF4;KIF22;HERC5;CEP78;PHGDH;ASF1B;TMEM106C;SMC2
prerank,MANNO_MIDBRAIN_NEUROTYPES_HPROGBP,-0.6929541632405928,-2.237350270928246,0.0,0.0,0.0,122/271,10.91%,DSG2;DSC2;CDK1;ITGB8;GPSM2;TYMS;SLC6A8;TOP2A;CKS1B;FOXM1;CCNB2;ECT2;DLGAP5;PRC1;CCNB1;GSTP1;CCN2;SFRP1;HMGA1;NAXE;TPX2;MYBL2;CHEK1;NUF2;TK1;NUSAP1;UBE2C;SMC4;FANCI;UBE2T;CDKN3;MKI67;CLSPN;ANLN;BUB1;RFC4;PTTG1;CENPU;ACTL6A;MAD2L1;MELK;CKAP2L;KIF23;TTK;CENPF;LMNB1;ANP32E;MDK;KIF2C;PLK1;PLSCR1;KIF4A;SLC39A4;CCNA2;TMSB15A;YAP1;TMEM97;SPC25;PMAIP1;PRR11;SOX9;AURKB;RNF13;KIF18A;NEK2;CDCA5;KIF15;RIDA;SKA3;GINS1;NES;SAPCD2;CKS2;AURKA;ATAD2;CENPN;FBLN2;KNSTRN;BIRC5;PCNA;GNG5;DEPDC1B;NCAPG2;KIF11;KNL1;CKAP2;FANCB;TRIM59;FAM83D;MAT2B;HJURP;CCND1;RCOR2;GTSE1;ZWINT;COL2A1;AAMDC;FGFR3;NCAPG;ESCO2;HMMR;FBXO5;BUB1B;SGO1;ZC3H12C;LITAF;MCM6;CDCA3;DEPDC1;DHFR;TACC3;PBK;TROAP;HAT1;WEE1;CIP2A;ARHGAP11A;CENPE;LRP2;RAD51AP1;ASPM;SPDL1
prerank,HE_LIM_SUN_FETAL_LUNG_C6_DEUTEROSOMAL_CELL,-0.707369655568248,-2.2131718771263498,0.0,0.0,0.0,81/199,12.06%,CDK1;GPSM2;TYMS;TOP2A;CDC20;FOXM1;DNAH14;CCNB2;ECT2;DLGAP5;PRC1;CCNB1;MARCKSL1;TPX2;NUF2;UBE2C;FANCI;UBE2T;ANLN;BUB1;RFC4;PTTG1;CENPU;RAD54L;MAD2L1;STIL;MELK;CKAP2L;EZH2;KIF23;TTK;CENPF;PLK1;ORC6;PPP1R14B;PYGL;DBNDD1;CDT1;HMGB3;KIF18A;NEK2;LIN9;TEDC2;KIF15;CADM1;SKA3;CKS2;AURKA;PGP;KNSTRN;BIRC5;CHAF1B;KNL1;KIF20A;ERCC6L;ZWINT;ACOT7;FBN3;PAQR4;SGO1;CDCA7L;PLAAT1;DEPDC1;DHFR;TRMT12;TACC3;MTFP1;KPNA2;TROAP;TUBG1;WDR62;BHLHE40;RAD51AP1;ASPM;CEP295;CDCA4;SLC12A2;DBF4;MT1G;ASF1B;SMC2
prerank,AIZARANI_LIVER_C1_NK_NKT_CELLS_1,0.86692470786929,2.1971226375776207,0.0,0.0,0.0,93/140,7.11%,TRBC2;TRBC1;TRAC;AKNA;IKZF1;CLEC2D;TBC1D10C;CD96;GIMAP7;KLRG1;FYN;CORO1A;CYTIP;GZMK;CD2;GZMA;TIGIT;KLRK1;CXCR4;PRKCB;ARHGAP45;TXNIP;CD3E;CD3D;SLAMF6;LCP1;RASAL3;ARHGAP30;LCK;ARHGDIB;CD53;SH2D1A;ARHGAP9;CST7;IL2RG;FYB1;CYFIP2;SASH3;GZMB;RAC2;SLC38A1;CD8A;LYST;CD7;PTPN22;IPCEF1;ATM;PARP8;EMB;EVL;GNLY;TNFRSF1B;APOBEC3G;SLA;ADGRE5;WIPF1;TMSB4X;RESF1;PRF1;CTSW;PRKCQ;CCL5;CELF2;PYHIN1;NLRC5;TRGC1;FCMR;APOBEC3C;CNOT6L;SLAMF7;ITGAL;DENND2D;BIN2;EOMES;STK4;RASSF5;PRKCH;SH2D2A;ETS1;MLLT6;SLFN5;IKZF3;PTPRC;FCRL6;CD48;CD247;BTN3A1;PIK3IP1;GCSAM;CCR5;PRKACB;KLRD1;GZMM
prerank,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS,-0.9134182777015215,-2.177246173001161,0.0,0.0,0.0,18/32,2.79%,S100A2;KRT8;CLDN4;KRT23;KRT19;TACSTD2;S100A16;PRDX1;KRT5;ELF3;CD9;SERPINB5;S100A11;FXYD3;ANXA2;PKM;ATP1B3;PERP
prerank,DESCARTES_FETAL_LUNG_SQUAMOUS_EPITHELIAL_CELLS,-0.7084181856937638,-2.160988369539642,0.0,0.0,0.0,42/180,8.02%,S100A9;S100A2;LCN2;KRT17;GABRP;DSC2;KRT19;TACSTD2;VGLL1;KRT16;SERPINB5;LGALS3;PRSS22;SERINC2;NCCRP1;KRT80;PPDPF;XDH;TMEM54;NAPRT;PITX1;PERP;NECTIN4;RRAGC;APOBEC3B;CDKN2B;F3;KRT15;TMEM79;PTK6;GPR87;AHNAK2;CLIC3;PRSS27;PPL;RAB9A;GID8;CTSV;SFN;ABHD5;TINCR;PKP1
prerank,AIZARANI_LIVER_C3_NK_NKT_CELLS_2,0.891986414203994,2.157564448966006,0.0,0.0,0.0,82/118,6.28%,TRBC2;TRBC1;TRAC;AKNA;IKZF1;CLEC2D;IL7R;CD96;GIMAP7;KLRG1;FYN;CORO1A;CYTIP;GZMK;DGKA;CD2;GZMA;CD52;CXCR4;TXNIP;SPOCK2;CD3E;CD3D;SLAMF6;LCP1;LCK;ARHGDIB;CD53;CD69;GPR171;IL2RG;FYB1;TRAT1;ERN1;RAC2;SLC38A1;CD8A;JUNB;TCF7;CD6;FNBP1;RASGRP1;PARP8;EMB;THEMIS;CD40LG;SLA;ADGRE5;TSC22D3;WIPF1;TMSB4X;SATB1;RORA;RHOH;RESF1;PRF1;IL18RAP;PDCD4;CELF2;MDFIC;TRGC1;JAML;BCL2;SCML4;CNOT6L;CAMK4;STK4;PAG1;TAGAP;ETS1;SLFN5;IKZF3;SIRPG;PTPRC;LTK;RUNX2;LTB;CD48;PIK3IP1;STK17B;KLRB1;P2RX5
prerank,AIZARANI_LIVER_C5_NK_NKT_CELLS_3,0.8658745864784523,2.156876709410755,0.0,0.0,0.0,73/121,7.00%,TRBC2;AKNA;IKZF1;CD96;FYN;CORO1A;CYTIP;GZMK;CD2;GZMA;CCND2;TIGIT;KLRK1;CXCR4;CD3E;SLAMF6;NR4A2;AOAH;LCP1;ARHGDIB;CD53;SH2D1A;ARHGAP9;CD69;CST7;IL2RG;FYB1;SASH3;GZMB;RAC2;SLC38A1;AREG;CD7;PTPN22;IPCEF1;PARP8;GNLY;SLA;ADGRE5;TSC22D3;WIPF1;PRF1;CTSW;CCL5;CELF2;PYHIN1;TRGC1;FCMR;PITPNC1;CNOT6L;SLAMF7;ITGAL;DENND2D;BIN2;GNG2;EOMES;RASSF5;TAGAP;PRKCH;RNF125;ETS1;SLFN5;IKZF3;PLEK;TXK;PTPRC;SYK;CD247;BTN3A1;PIK3IP1;KLRB1;PRKACB;KLRD1
prerank,FAN_EMBRYONIC_CTX_MICROGLIA_1,-0.7946978667631573,-2.153850381484552,0.0,0.0,0.0,101/145,12.06%,CDK1;RAD21;DEK;TOP2A;CDC20;CKS1B;FOXM1;CEP55;CCNB2;DLGAP5;RHEB;PRC1;CCNB1;TPX2;NUF2;TK1;NUSAP1;UBE2C;SMC4;UBE2T;CDKN3;MKI67;CLSPN;ANLN;BUB1;PTTG1;TUBA1C;CENPU;MAD2L1;MELK;CKAP2L;EZH2;KIF23;TTK;CENPF;ANP32E;KIF2C;PLK1;KIF4A;CDCA2;PCLAF;SHCBP1;NDC80;CCNA2;SPC25;PRR11;AURKB;GGH;NUCKS1;KIF15;CKS2;AURKA;ATAD2;CENPN;DIAPH3;KNSTRN;BIRC5;PCNA;DEPDC1B;NCAPG2;KIF11;KNL1;CKAP2;CKAP5;FAM83D;HJURP;CENPM;KIF20A;GTSE1;TCF19;ZWINT;NCAPG;ESCO2;HMMR;SIVA1;FBXO5;BUB1B;SGO1;TUBB4B;CDK2AP2;ATAD5;CCNF;CDCA3;DEPDC1;TACC3;CDKN2C;PBK;KPNA2;ANAPC11;TROAP;CIT;ARHGAP11A;CENPE;RAD51AP1;ASPM;KIF22;HERC5;HMGB2;ASF1B;TMEM106C;SMC2
prerank,SU_HO_CONV_CENT_CHONDROSARCOMA_LEUKOCYTE_C2_T_CELL,0.8876683467629932,2.153494810390082,0.0,0.0,0.0,64/100,6.66%,TRBC2;TRBC1;TRAC;CLEC2D;IL7R;CD96;BTG2;CD37;GIMAP7;FYN;CORO1A;CYTIP;GZMK;CD2;GZMA;CD52;GIMAP4;TIGIT;LIMD2;TENT5C;CXCR4;SPOCK2;CD3E;CD3D;LCK;ARHGDIB;SH2D1A;CD27;CD69;CST7;NOP53;TRGC2;IL2RG;CD8A;JUNB;LYST;CD7;FNBP1;EVL;APOBEC3G;GPR65;SKAP1;RORA;RHOH;PRF1;CTSW;RSRP1;CCL5;ITM2A;DENND2D;GNG2;STK4;DDX5;SRSF5;DOK2;TTC39C;EEF1B2;PTPRC;LTB;CD48;CD247;KLRB1;IRF1;LEPROTL1
prerank,DESCARTES_FETAL_LUNG_LYMPHOID_CELLS,0.8556080793642854,2.1427226670839015,0.0,0.0,0.0,78/130,7.13%,MS4A1;TRBC2;JCHAIN;TBC1D10C;IL7R;ZAP70;IGKC;CORO1A;SEPTIN1;GZMK;DGKA;CD2;GZMA;CD52;NIBAN3;MZB1;STAT4;LY9;TIGIT;KLRK1;CD3E;BLK;CD3D;SLAMF6;CCR7;LCK;SLAMF1;SH2D1A;CD27;FCRL5;CST7;TRGC2;GPR171;IL2RG;TRAT1;GZMB;CD8A;TCF7;CD7;CD79A;RASGRP1;CD79B;TNFRSF13B;GNLY;THEMIS;LAX1;SKAP1;CD5;RHOH;PRF1;IL18RAP;PYHIN1;IGHM;TRGC1;FCMR;TCL1A;SCML4;IGHD;ICOS;KLRC3;S1PR4;IKZF3;SIT1;TXK;SIRPG;LTB;APOBEC3D;PTGDR;FLT3LG;CD19;CD247;CTLA4;KLRB1;P2RX5;FOXP3;LEF1;GZMM;VPREB3
prerank,DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS,-0.8198419677944029,-2.140443716871921,0.0,0.0,0.0,21/62,8.07%,S100A9;LY6D;S100A2;KRT17;KRT6B;CALML5;TACSTD2;KRT5;KRT16;SERPINB5;NECTIN1;NECTIN4;KRT15;TMEM40;GPR87;AQP3;GALNT14;RHOV;SFN;PKP1;S100A3
prerank,DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS,0.857490066239429,2.1397149588869624,0.0,0.0,0.0,81/140,6.28%,MS4A1;SELL;TRBC2;JCHAIN;TRAF3IP3;TBC1D10C;IL7R;ZAP70;CD96;IGKC;SEPTIN1;CYTIP;GZMK;CD2;GZMA;CD52;NIBAN3;MZB1;SPIB;LY9;TIGIT;KLRK1;CD3E;BLK;CD3D;SLAMF6;CCR7;LCK;SLAMF1;SH2D1A;CD27;FCRL5;CST7;GPR171;IL2RG;TRAT1;CARD11;GZMB;CD8A;TCF7;CD7;PTPN22;CD79A;MYO1G;RASGRP1;CD79B;GNLY;THEMIS;LAX1;SYTL1;BIRC3;SKAP1;CD5;RHOH;PRF1;IL18RAP;PYHIN1;PLAC8;IGHM;DTHD1;CCDC88C;FCMR;TCL1A;SLAMF7;IGHD;EOMES;CCR6;COL4A4;ICOS;KLRC3;SH2D2A;SLFN5;IKZF3;SIT1;SLFN12L;LTB;PTGDR;CD19;CD247;KLRB1;P2RX5
